id, transaction_time, date,time, location_id, latitude, longitude,rfid_id, starting_credits, ending_credits, transaction_type, amount, error_code
40,1380650750,2013-10-01,08:05:50,103,"","",94.1.141.25,5562,5579,1,2,0
41,1380650818,2013-10-01,08:06:58,103,"","",0,0,0,31,1,0
42,1380650882,2013-10-01,08:08:02,103,"","",0,0,0,31,0,0
43,1380650882,2013-10-01,08:08:02,103,"","",0,0,0,31,1,0
44,1380650884,2013-10-01,08:08:04,103,"","",0,0,0,31,0,0
45,1380650889,2013-10-01,08:08:09,103,"","",0,0,0,31,1,0
46,1380650889,2013-10-01,08:08:09,103,"","",0,0,0,31,0,0
47,1380650890,2013-10-01,08:08:10,103,"","",0,0,0,31,1,0
48,1380650943,2013-10-01,08:09:03,103,"","",0,0,0,31,0,0
49,1380650944,2013-10-01,08:09:04,103,"","",0,0,0,31,1,0
50,1380650945,2013-10-01,08:09:05,103,"","",0,0,0,31,0,0
51,1380650947,2013-10-01,08:09:07,103,"","",0,0,0,31,1,0
52,1380650952,2013-10-01,08:09:12,103,"","",0,0,0,31,0,0
53,1380651136,2013-10-01,08:12:16,103,"","",94.1.141.25,5579,5559,0,20,0
54,1380651168,2013-10-01,08:12:48,103,"","",94.1.141.25,5559,5578,1,1,0
55,1380653327,2013-10-01,08:48:47,103,"","",0,0,0,31,1,0
56,1380653333,2013-10-01,08:48:53,103,"","",0,0,0,31,0,0
57,1380653343,2013-10-01,08:49:03,103,"","",229.149.244.13,8000,7980,0,20,0
58,1380707043,2013-10-02,09:44:03,103,"","",0,0,0,30,1380707023,0
59,1380707043,2013-10-02,09:44:03,103,"","",0,0,0,31,1,0
60,1380707044,2013-10-02,09:44:04,103,"","",0,0,0,31,0,0
61,1380707045,2013-10-02,09:44:05,103,"","",0,0,0,31,1,0
62,1380707047,2013-10-02,09:44:07,103,"","",0,0,0,31,0,0
63,1380707094,2013-10-02,09:44:54,103,"","",110.177.85.165,1055,1035,0,20,0
64,1380707142,2013-10-02,09:45:42,103,"","",110.177.85.165,1035,1055,1,0,0
65,1380707147,2013-10-02,09:45:47,103,"","",110.177.85.165,1055,1035,0,20,0
66,1380707184,2013-10-02,09:46:24,103,"","",110.177.85.165,1035,1055,1,0,0
67,1380707191,2013-10-02,09:46:31,103,"","",110.177.85.165,1055,1035,0,20,0
68,1380707237,2013-10-02,09:47:17,103,"","",110.177.85.165,1035,1054,1,0,0
69,1380707241,2013-10-02,09:47:21,103,"","",110.177.85.165,1054,1034,0,20,0
70,1380707280,2013-10-02,09:48:00,103,"","",110.177.85.165,1034,1054,1,0,0
71,1380707284,2013-10-02,09:48:04,103,"","",110.177.85.165,1054,1034,0,20,0
72,1380707324,2013-10-02,09:48:44,103,"","",110.177.85.165,1034,1054,1,0,0
73,1380707327,2013-10-02,09:48:47,103,"","",110.177.85.165,1054,1034,0,20,0
74,1380707367,2013-10-02,09:49:27,103,"","",110.177.85.165,1034,1054,1,0,0
75,1380707371,2013-10-02,09:49:31,103,"","",110.177.85.165,1054,1034,0,20,0
76,1380707409,2013-10-02,09:50:09,103,"","",110.177.85.165,1034,1054,1,0,0
77,1380707412,2013-10-02,09:50:12,103,"","",110.177.85.165,1054,1034,0,20,0
78,1380707451,2013-10-02,09:50:51,103,"","",110.177.85.165,1034,1054,1,0,0
79,1380707454,2013-10-02,09:50:54,103,"","",110.177.85.165,1054,1034,0,20,0
80,1380707493,2013-10-02,09:51:33,103,"","",110.177.85.165,1034,1054,1,0,0
81,1380707502,2013-10-02,09:51:42,103,"","",110.177.85.165,1054,1034,0,20,0
82,1380707550,2013-10-02,09:52:30,103,"","",110.177.85.165,1034,1053,1,0,0
83,1380707551,2013-10-02,09:52:31,103,"","",0,0,0,32,1.01,0
84,1380707551,2013-10-02,09:52:31,103,"","",0,0,0,33,1.13,0
85,1380707557,2013-10-02,09:52:37,103,"","",110.177.85.165,1053,1033,0,20,0
86,1380707617,2013-10-02,09:53:37,103,"","",0,0,0,30,1380707604,0
87,1380707624,2013-10-02,09:53:44,103,"","",110.177.85.165,1033,1013,0,20,0
88,1380707674,2013-10-02,09:54:34,103,"","",110.177.85.165,1013,1033,1,0,0
89,1380707680,2013-10-02,09:54:40,103,"","",110.177.85.165,1033,1013,0,20,0
90,1380707726,2013-10-02,09:55:26,103,"","",110.177.85.165,1013,1033,1,0,0
91,1380707729,2013-10-02,09:55:29,103,"","",110.177.85.165,1033,1013,0,20,0
92,1380707793,2013-10-02,09:56:33,103,"","",110.177.85.165,1013,1033,1,0,0
93,1380707800,2013-10-02,09:56:40,103,"","",110.177.85.165,1033,1013,0,20,0
94,1380707953,2013-10-02,09:59:13,103,"","",0,0,0,30,1380707940,0
95,1380707953,2013-10-02,09:59:13,103,"","",0,0,0,31,1,0
96,1380708055,2013-10-02,00:00:55,103,"","",0,0,0,30,1380708042,0
97,1380708055,2013-10-02,00:00:55,103,"","",0,0,0,31,1,0
98,1380708206,2013-10-02,00:03:26,103,"","",0,0,0,30,1380708193,0
99,1380708206,2013-10-02,00:03:26,103,"","",0,0,0,31,1,0
100,1380708224,2013-10-02,00:03:44,103,"","",0,0,0,30,1380708211,0
101,1380708224,2013-10-02,00:03:44,103,"","",0,0,0,31,1,0
102,1380708271,2013-10-02,00:04:31,103,"","",0,0,0,31,0,0
103,1380708281,2013-10-02,00:04:41,103,"","",110.177.85.165,1013,993,0,20,0
104,1380708498,2013-10-02,00:08:18,103,"","",110.177.85.165,1013,993,1,0,0
105,1380708500,2013-10-02,00:08:20,103,"","",0,0,0,31,1,0
106,1380708582,2013-10-02,00:09:42,103,"","",0,0,0,31,0,0
107,1380708584,2013-10-02,00:09:44,103,"","",110.177.85.165,993,973,0,20,0
108,1380708834,2013-10-02,00:13:54,103,"","",110.177.85.165,993,973,1,2,0
109,1380708836,2013-10-02,00:13:56,103,"","",0,0,0,31,1,0
110,1380709059,2013-10-02,00:17:39,103,"","",0,0,0,31,0,0
111,1380709071,2013-10-02,00:17:51,103,"","",110.177.85.165,973,953,0,20,0
112,1380709275,2013-10-02,00:21:15,103,"","",0,0,0,30,1380709255,0
113,1380710218,2013-10-02,00:36:58,103,"","",94.1.141.25,5578,5558,0,20,0
114,1380710297,2013-10-02,00:38:17,103,"","",94.1.141.25,5558,5577,1,0,0
115,1380710301,2013-10-02,00:38:21,103,"","",0,0,0,31,1,0
116,1380710304,2013-10-02,00:38:24,103,"","",0,0,0,31,0,0
117,1380710306,2013-10-02,00:38:26,103,"","",94.1.141.25,5577,5557,0,20,0
118,1380710419,2013-10-02,00:40:19,103,"","",94.1.141.25,5557,5576,1,1,0
119,1380710422,2013-10-02,00:40:22,103,"","",229.149.244.13,7980,7960,0,20,0
120,1380710450,2013-10-02,00:40:50,103,"","",229.149.244.13,7960,7978,1,1,0
121,1380711021,2013-10-02,00:50:21,103,"","",229.149.244.13,7978,7958,0,20,0
122,1380711078,2013-10-02,00:51:18,103,"","",229.149.244.13,7958,7977,1,0,0
123,1380711367,2013-10-02,00:56:07,103,"","",229.149.244.13,7977,7957,0,20,0
124,1380711501,2013-10-02,00:58:21,103,"","",229.149.244.13,7957,7976,1,1,0
125,1380711504,2013-10-02,00:58:24,103,"","",110.177.85.165,953,933,0,20,0
126,1380711574,2013-10-02,00:59:34,103,"","",0,0,0,30,1380711554,0
127,1380711618,2013-10-02,01:00:18,103,"","",0,0,0,30,1380711598,0
128,1380711694,2013-10-02,01:01:34,103,"","",229.149.244.13,7976,7956,0,20,0
129,1380711875,2013-10-02,01:04:35,103,"","",229.149.244.13,7956,7974,1,2,0
130,1380711878,2013-10-02,01:04:38,103,"","",229.149.244.13,7974,7954,0,20,0
131,1380711917,2013-10-02,01:05:17,103,"","",229.149.244.13,7954,7971,1,2,0
132,1380712132,2013-10-02,01:08:52,103,"","",0,0,0,30,1380712112,0
133,1380712220,2013-10-02,01:10:20,103,"","",0,0,0,30,1380712200,0
134,1380712220,2013-10-02,01:10:20,103,"","",0,0,0,31,1,0
135,1380712306,2013-10-02,01:11:46,103,"","",0,0,0,30,1380712286,0
136,1380712306,2013-10-02,01:11:46,103,"","",0,0,0,31,1,0
137,1380712361,2013-10-02,01:12:41,103,"","",0,0,0,30,1380712341,0
138,1380712361,2013-10-02,01:12:41,103,"","",0,0,0,31,1,0
139,1380712454,2013-10-02,01:14:14,103,"","",0,0,0,30,1380712434,0
140,1380712454,2013-10-02,01:14:14,103,"","",0,0,0,31,1,0
141,1380713521,2013-10-02,01:32:01,103,"","",0,0,0,30,1380713501,0
142,1380713521,2013-10-02,01:32:01,103,"","",0,0,0,31,1,0
143,1380713563,2013-10-02,01:32:43,103,"","",0,0,0,31,0,0
144,1380713835,2013-10-02,01:37:15,103,"","",0,0,0,30,1380713815,0
145,1380713922,2013-10-02,01:38:42,103,"","",229.149.244.13,7971,7951,0,20,0
146,1380714042,2013-10-02,01:40:42,103,"","",229.149.244.13,7951,7951,1,20,0
147,1380714187,2013-10-02,01:43:07,103,"","",94.1.141.25,5576,5556,0,20,0
148,1380714267,2013-10-02,01:44:27,103,"","",94.1.141.25,5556,5567,1,8,0
149,1380714706,2013-10-02,01:51:46,103,"","",0,0,0,31,1,0
150,1380714707,2013-10-02,01:51:47,103,"","",0,0,0,31,0,0
151,1380714752,2013-10-02,01:52:32,103,"","",94.1.141.25,5567,5547,0,20,0
152,1380714765,2013-10-02,01:52:45,103,"","",94.1.141.25,5547,5566,1,0,0
153,1380714857,2013-10-02,01:54:17,103,"","",110.177.85.165,933,913,0,20,0
154,1380714876,2013-10-02,01:54:36,103,"","",110.177.85.165,913,932,1,0,0
155,1380715620,2013-10-02,02:07:00,103,"","",0,0,0,30,1380715600,0
156,1380715795,2013-10-02,02:09:55,103,"","",0,0,0,30,1380715775,0
157,1380717424,2013-10-02,02:37:04,103,"","",0,0,0,30,1380717404,0
158,1380717603,2013-10-02,02:40:03,103,"","",0,0,0,30,1380717583,0
159,1380717632,2013-10-02,02:40:32,103,"","",0,0,0,30,1380717612,0
160,1380718404,2013-10-02,02:53:24,103,"","",0,0,0,30,1380718384,0
161,1380718619,2013-10-02,02:56:59,103,"","",0,0,0,30,1380718599,0
162,1380718870,2013-10-02,03:01:10,103,"","",0,0,0,30,1380718850,0
163,1380719213,2013-10-02,03:06:53,103,"","",0,0,0,30,1380719193,0
164,1380722569,2013-10-02,04:02:49,103,"","",94.225.119.25,2000,1980,0,20,0
165,1380722685,2013-10-02,04:04:45,103,"","",94.225.119.25,1980,1980,1,20,0
166,1380722697,2013-10-02,04:04:57,103,"","",94.225.119.25,1980,1960,0,20,0
167,1380722730,2013-10-02,04:05:30,103,"","",94.225.119.25,1960,1979,1,0,0
168,1380722765,2013-10-02,04:06:05,103,"","",53.35.237.13,200,180,0,20,0
169,1380722814,2013-10-02,04:06:54,103,"","",53.35.237.13,180,199,1,0,0
170,1380722815,2013-10-02,04:06:55,103,"","",53.35.237.13,180,160,0,20,0
171,1380722855,2013-10-02,04:07:35,103,"","",53.35.237.13,160,179,1,0,0
172,1380722926,2013-10-02,04:08:46,103,"","",110.177.85.165,932,912,0,20,0
173,1380722978,2013-10-02,04:09:38,103,"","",110.177.85.165,912,932,1,0,0
174,1380722991,2013-10-02,04:09:51,103,"","",110.177.85.165,932,912,0,20,0
175,1380723030,2013-10-02,04:10:30,103,"","",110.177.85.165,912,932,1,0,0
176,1380723041,2013-10-02,04:10:41,103,"","",110.177.85.165,932,912,0,20,0
177,1380723085,2013-10-02,04:11:25,103,"","",110.177.85.165,912,932,1,0,0
178,1380723304,2013-10-02,04:15:04,103,"","",94.225.119.25,1979,1959,0,20,0
179,1380723328,2013-10-02,04:15:28,103,"","",94.225.119.25,1959,1978,1,0,0
180,1380723353,2013-10-02,04:15:53,103,"","",94.225.119.25,1978,1958,0,20,0
181,1380723386,2013-10-02,04:16:26,103,"","",94.225.119.25,1958,1977,1,0,0
182,1380723436,2013-10-02,04:17:16,103,"","",110.177.85.165,932,912,0,20,0
183,1380723487,2013-10-02,04:18:07,103,"","",110.177.85.165,912,931,1,0,0
184,1380723488,2013-10-02,04:18:08,103,"","",0,0,0,32,1.01,0
185,1380723488,2013-10-02,04:18:08,103,"","",0,0,0,33,1.14,0
186,1380723491,2013-10-02,04:18:11,103,"","",110.177.85.165,931,911,0,20,0
187,1380723577,2013-10-02,04:19:37,103,"","",110.177.85.165,911,930,1,0,0
188,1380723612,2013-10-02,04:20:12,103,"","",94.225.119.25,1977,1957,0,20,0
189,1380723668,2013-10-02,04:21:08,103,"","",94.225.119.25,1957,1976,1,0,0
190,1380723689,2013-10-02,04:21:29,103,"","",94.225.119.25,1976,1956,0,20,0
191,1380723727,2013-10-02,04:22:07,103,"","",94.225.119.25,1956,1975,1,0,0
192,1380723843,2013-10-02,04:24:03,103,"","",110.177.85.165,930,910,0,20,0
193,1380723859,2013-10-02,04:24:19,103,"","",110.177.85.165,910,929,1,0,0
194,1380725084,2013-10-02,04:44:44,103,"","",110.177.85.165,929,909,0,20,0
195,1380725119,2013-10-02,04:45:19,103,"","",110.177.85.165,909,925,1,4,0
196,1380725155,2013-10-02,04:45:55,103,"","",110.177.85.165,925,905,0,20,0
197,1380725174,2013-10-02,04:46:14,103,"","",110.177.85.165,905,923,1,2,0
198,1380725197,2013-10-02,04:46:37,103,"","",110.177.85.165,923,903,0,20,0
199,1380725317,2013-10-02,04:48:37,103,"","",110.177.85.165,903,903,1,20,0
200,1380725326,2013-10-02,04:48:46,103,"","",110.177.85.165,903,883,0,20,0
201,1380725357,2013-10-02,04:49:17,103,"","",110.177.85.165,883,899,1,4,0
202,1380725363,2013-10-02,04:49:23,103,"","",110.177.85.165,899,879,0,20,0
203,1380725412,2013-10-02,04:50:12,103,"","",110.177.85.165,879,897,1,2,0
204,1380725413,2013-10-02,04:50:13,103,"","",110.177.85.165,897,877,0,20,0
205,1380725464,2013-10-02,04:51:04,103,"","",110.177.85.165,877,894,1,2,0
206,1380725465,2013-10-02,04:51:05,103,"","",0,0,0,32,1.01,0
207,1380725465,2013-10-02,04:51:05,103,"","",0,0,0,33,1.14,0
208,1380725468,2013-10-02,04:51:08,103,"","",110.177.85.165,894,874,0,20,0
209,1380725490,2013-10-02,04:51:30,103,"","",110.177.85.165,874,892,1,2,0
210,1380725492,2013-10-02,04:51:32,103,"","",110.177.85.165,892,872,0,20,0
211,1380725506,2013-10-02,04:51:46,103,"","",110.177.85.165,872,890,1,2,0
212,1380725515,2013-10-02,04:51:55,103,"","",229.149.244.13,7951,7931,0,20,0
213,1380725544,2013-10-02,04:52:24,103,"","",229.149.244.13,7931,7950,1,0,0
214,1380725546,2013-10-02,04:52:26,103,"","",229.149.244.13,7950,7930,0,20,0
215,1380725561,2013-10-02,04:52:41,103,"","",229.149.244.13,7930,7949,1,0,0
216,1380725562,2013-10-02,04:52:42,103,"","",110.177.85.165,890,870,0,20,0
217,1380725612,2013-10-02,04:53:32,103,"","",110.177.85.165,870,889,1,0,0
218,1380726030,2013-10-02,05:00:30,103,"","",229.149.244.13,7949,7929,0,20,0
219,1380726082,2013-10-02,05:01:22,103,"","",229.149.244.13,7929,7948,1,4,0
220,1380726100,2013-10-02,05:01:40,103,"","",110.177.85.165,889,869,0,20,0
221,1380726159,2013-10-02,05:02:39,103,"","",110.177.85.165,869,885,1,4,0
222,1380726162,2013-10-02,05:02:42,103,"","",229.149.244.13,7948,7928,0,20,0
223,1380726188,2013-10-02,05:03:08,103,"","",229.149.244.13,7928,7945,1,3,0
224,1380726219,2013-10-02,05:03:39,103,"","",53.35.237.13,179,159,0,20,0
225,1380726326,2013-10-02,05:05:26,103,"","",53.35.237.13,159,171,1,7,0
226,1380804995,2013-10-03,02:56:35,103,"","",0,0,0,30,1380804975,0
227,1380805622,2013-10-03,03:07:02,103,"","",0,0,0,30,1380805602,0
228,1380805651,2013-10-03,03:07:31,103,"","",94.225.119.25,1975,1955,0,20,0
229,1380805699,2013-10-03,03:08:19,103,"","",0,0,0,30,1380805679,0
230,1380805739,2013-10-03,03:08:59,103,"","",0,0,0,30,1380805719,0
231,1380805742,2013-10-03,03:09:02,103,"","",94.225.119.25,1955,1935,0,20,0
232,1380805847,2013-10-03,03:10:47,103,"","",94.225.119.25,1935,1935,1,20,0
233,1380805852,2013-10-03,03:10:52,103,"","",94.225.119.25,1935,1915,0,20,0
234,1380805866,2013-10-03,03:11:06,103,"","",94.225.119.25,1915,1934,1,0,0
235,1380805997,2013-10-03,03:13:17,103,"","",0,0,0,30,1380805977,0
236,1380806043,2013-10-03,03:14:03,103,"","",0,0,0,30,1380806023,0
237,1380806134,2013-10-03,03:15:34,103,"","",0,0,0,30,1380806114,0
238,1380806136,2013-10-03,03:15:36,103,"","",94.225.119.25,1934,1914,0,20,0
239,1380806179,2013-10-03,03:16:19,103,"","",94.225.119.25,1914,1933,1,0,0
240,1380806183,2013-10-03,03:16:23,103,"","",94.225.119.25,1933,1913,0,20,0
241,1380806280,2013-10-03,03:18:00,103,"","",94.225.119.25,1913,1913,1,20,0
242,1380806286,2013-10-03,03:18:06,103,"","",94.225.119.25,1913,1893,0,20,0
243,1380806353,2013-10-03,03:19:13,103,"","",0,0,0,30,1380806333,0
244,1380806359,2013-10-03,03:19:19,103,"","",94.225.119.25,1893,1873,0,20,0
245,1380806404,2013-10-03,03:20:04,103,"","",94.225.119.25,1873,1893,1,0,0
246,1380806412,2013-10-03,03:20:12,103,"","",94.225.119.25,1893,1873,0,20,0
247,1380806485,2013-10-03,03:21:25,103,"","",0,0,0,30,1380806465,0
248,1380806488,2013-10-03,03:21:28,103,"","",94.225.119.25,1873,1853,0,20,0
249,1380806497,2013-10-03,03:21:37,103,"","",94.225.119.25,1853,1872,1,1,0
250,1380807049,2013-10-03,03:30:49,103,"","",0,0,0,30,1380807029,0
251,1380807202,2013-10-03,03:33:22,103,"","",0,0,0,30,1380807182,0
252,1380807542,2013-10-03,03:39:02,103,"","",0,0,0,30,1380807522,0
253,1380808236,2013-10-03,03:50:36,103,"","",0,0,0,30,1380808216,0
254,1380808296,2013-10-03,03:51:36,103,"","",0,0,0,30,1380808276,0
255,1380808553,2013-10-03,03:55:53,103,"","",0,0,0,30,1380808533,0
256,1380809861,2013-10-03,04:17:41,103,"","",0,0,0,30,1380809841,0
257,1380810015,2013-10-03,04:20:15,103,"","",0,0,0,30,1380809995,0
258,1380810901,2013-10-03,04:35:01,103,"","",0,0,0,30,1380810881,0
259,1380812067,2013-10-03,04:54:27,103,"","",0,0,0,30,1380812047,0
260,1380877903,2013-10-04,09:11:43,103,"","",94.225.119.25,1872,1852,0,20,0
261,1380878022,2013-10-04,09:13:42,103,"","",94.225.119.25,1852,1852,1,20,0
262,1380878037,2013-10-04,09:13:57,103,"","",94.225.119.25,1852,1832,0,20,0
263,1380878046,2013-10-04,09:14:06,103,"","",94.225.119.25,1832,1851,1,1,0
264,1380886324,2013-10-04,01:32:04,103,"","",0,0,0,30,1380886304,0
265,1380886379,2013-10-04,01:32:59,103,"","",0,0,0,30,1380886359,0
266,1380887424,2013-10-04,01:50:24,103,"","",0,0,0,30,1380887404,0
267,1380887474,2013-10-04,01:51:14,103,"","",0,0,0,30,1380887454,0
268,1380887970,2013-10-04,01:59:30,103,"","",0,0,0,30,1380887950,0
269,1380888386,2013-10-04,02:06:26,103,"","",0,0,0,30,1380888366,0
270,1380888970,2013-10-04,02:16:10,103,"","",0,0,0,30,1380888950,0
271,1380889484,2013-10-04,02:24:44,103,"","",0,0,0,30,1380889464,0
272,1380889630,2013-10-04,02:27:10,103,"","",0,0,0,30,1380889610,0
273,1380889660,2013-10-04,02:27:40,103,"","",0,0,0,30,1380889640,0
274,1380890072,2013-10-04,02:34:32,103,"","",0,0,0,30,1380890052,0
275,1380890200,2013-10-04,02:36:40,103,"","",0,0,0,30,1380890180,0
276,1380890242,2013-10-04,02:37:22,103,"","",0,0,0,30,1380890222,0
277,1380890358,2013-10-04,02:39:18,103,"","",0,0,0,30,1380890338,0
278,1380890915,2013-10-04,02:48:35,103,"","",0,0,0,30,1380890895,0
279,1380890915,2013-10-04,02:48:35,103,"","",0,0,0,31,1,0
280,1380890920,2013-10-04,02:48:40,103,"","",0,0,0,31,0,0
281,1380891138,2013-10-04,02:52:18,103,"","",149.102.188.13,138,118,0,20,0
282,1380891158,2013-10-04,02:52:38,103,"","",149.102.188.13,118,136,1,1,0
283,1380891183,2013-10-04,02:53:03,103,"","",0,0,0,30,1380891163,0
284,1380891265,2013-10-04,02:54:25,103,"","",149.102.188.13,136,116,0,20,0
285,1380891444,2013-10-04,02:57:24,103,"","",149.102.188.13,116,116,1,20,0
286,1380891463,2013-10-04,02:57:43,103,"","",149.102.188.13,116,96,0,20,0
287,1380891609,2013-10-04,03:00:09,103,"","",149.102.188.13,96,96,1,20,0
288,1380891613,2013-10-04,03:00:13,103,"","",149.102.188.13,96,76,0,20,0
289,1380891691,2013-10-04,03:01:31,103,"","",149.102.188.13,76,91,1,4,0
290,1380891703,2013-10-04,03:01:43,103,"","",149.102.188.13,91,71,0,20,0
291,1380891839,2013-10-04,03:03:59,103,"","",0,0,0,30,1380891823,0
292,1380891851,2013-10-04,03:04:11,103,"","",149.102.188.13,71,51,0,20,0
293,1380892002,2013-10-04,03:06:42,103,"","",149.102.188.13,51,65,1,6,0
294,1380892126,2013-10-04,03:08:46,103,"","",149.102.188.13,65,45,0,20,0
295,1380892177,2013-10-04,03:09:37,103,"","",149.102.188.13,45,59,1,6,0
296,1380892180,2013-10-04,03:09:40,103,"","",149.102.188.13,59,39,0,20,0
297,1380892212,2013-10-04,03:10:12,103,"","",149.102.188.13,39,56,1,2,0
298,1380892336,2013-10-04,03:12:16,103,"","",149.102.188.13,56,36,0,20,0
299,1380892568,2013-10-04,03:16:08,103,"","",149.102.188.13,36,45,1,10,0
300,1380892573,2013-10-04,03:16:13,103,"","",149.102.188.13,45,25,0,20,0
301,1380892631,2013-10-04,03:17:11,103,"","",149.102.188.13,25,39,1,5,0
302,1380892633,2013-10-04,03:17:13,103,"","",149.102.188.13,39,19,0,20,0
303,1380892650,2013-10-04,03:17:30,103,"","",149.102.188.13,19,37,1,2,0
304,1380892659,2013-10-04,03:17:39,103,"","",149.102.188.13,37,17,0,20,0
305,1380892676,2013-10-04,03:17:56,103,"","",149.102.188.13,17,35,1,1,0
306,1380892680,2013-10-04,03:18:00,103,"","",149.102.188.13,35,15,0,20,0
307,1380892693,2013-10-04,03:18:13,103,"","",149.102.188.13,15,34,1,0,0
308,1380892699,2013-10-04,03:18:19,103,"","",149.102.188.13,34,14,0,20,0
309,1380892731,2013-10-04,03:18:51,103,"","",149.102.188.13,14,30,1,3,0
310,1380892742,2013-10-04,03:19:02,103,"","",149.102.188.13,30,10,0,20,0
311,1380892764,2013-10-04,03:19:24,103,"","",149.102.188.13,10,29,1,0,0
312,1380892765,2013-10-04,03:19:25,103,"","",0,0,0,32,1.01,0
313,1380892765,2013-10-04,03:19:25,103,"","",0,0,0,33,1.14,0
314,1380892824,2013-10-04,03:20:24,103,"","",149.102.188.13,29,9,0,20,0
315,1380892844,2013-10-04,03:20:44,103,"","",149.102.188.13,9,28,1,1,0
316,1380892851,2013-10-04,03:20:51,103,"","",149.102.188.13,28,8,0,20,0
317,1380892877,2013-10-04,03:21:17,103,"","",149.102.188.13,8,26,1,2,0
318,1380892881,2013-10-04,03:21:21,103,"","",149.102.188.13,26,6,0,20,0
319,1380892925,2013-10-04,03:22:05,103,"","",149.102.188.13,6,26,1,0,0
320,1380892937,2013-10-04,03:22:17,103,"","",149.102.188.13,26,6,0,20,0
321,1380893040,2013-10-04,03:24:00,103,"","",149.102.188.13,6,17,1,9,0
322,1380893111,2013-10-04,03:25:11,103,"","",94.123.3.25,1822,1802,0,20,0
323,1380893372,2013-10-04,03:29:32,103,"","",94.123.3.25,1802,1812,1,10,0
324,1380893384,2013-10-04,03:29:44,103,"","",94.123.3.25,1812,1792,0,20,0
325,1380893530,2013-10-04,03:32:10,103,"","",94.123.3.25,1792,1792,1,20,0
326,1380893658,2013-10-04,03:34:18,103,"","",94.123.3.25,1792,1772,0,20,0
327,1380893910,2013-10-04,03:38:30,103,"","",94.123.3.25,1772,1777,1,14,0
328,1380893919,2013-10-04,03:38:39,103,"","",94.123.3.25,1777,1757,0,20,0
